zi	stroke_count	stroke_count_decomposed	mandarin_pinyin	cantonese_pinyin	english	radical	radical_stroke_count	radical_pinyin	radical_english	variant	fc_code	cj_code	leaf_component	zis_with_this_component
溫	13画	水氵氺 + 10	wēn	wan1	lukewarm, warm; tepid, mild 	水/氵/氺	3	shuǐ	water	温	3611.7	EWOT	氵/囗/人/皿	薀
溬	12画	水氵氺 + 10	qiāng			水/氵/氺	3	shuǐ	water			ETUI	氵/羊/儿/厶	
溭	13画	水氵氺 + 10	zé, cè			水/氵/氺	3	shuǐ	water			EWCE	氵/田/儿夂	
溮	13画	水氵氺 + 10	shī	si1	river in Henan province 	水/氵/氺	3	shuǐ	water	浉	3112.7	FFBNJ	氵/丿/㠯/一/冂/丨	
溯	13画	水氵氺 + 10	sù, shuò	sou3	go upstream, go against current; formerly 	水/氵/氺	3	shuǐ	water		3712.0	ETUB	氵/䒑/屮/月	
溰	13画	水氵氺 + 10	yī			水/氵/氺	3	shuǐ	water	𰛥	3211.9	EQKE	氵/山/豆	
溱	13画	水氵氺 + 10	zhēn, qín	zeon1	river in Henan 	水/氵/氺	3	shuǐ	water		3519.4	EQKD	氵/𡗗/丿/木	
溲	12画	水氵氺 + 10	sōu, sǒu, shāo	sau1	urinate; soak, drench 	水/氵/氺	3	shuǐ	water		3714.7	ESQF	氵/臼/丨/又	
溳	13画	水氵氺 + 10	yún	wan4		水/氵/氺	3	shuǐ	water	涢	3618.6	FNHD	氵/口/目/八	
溴	13画	水氵氺 + 10	xiù	cau3	bromine 	水/氵/氺	3	shuǐ	water		3613.4	EHUK	氵/目/丶/大/丶	
溵	13画	水氵氺 + 10	yīn	jan1, jan2		水/氵/氺	3	shuǐ	water			EHSE	氵/㐆/几/又	
溶	13画	水氵氺 + 10	róng	jung4	to melt, dissolve; overflowing with 	水/氵/氺	3	shuǐ	water		3316.8	EJCR	氵/宀/八/八/口	
溷	13画	水氵氺 + 10	hùn, hún	wan6	privy, latrine; turbid, dirty 	水/氵/氺	3	shuǐ	water		3610.0	EWMO	氵/囗/豕	
溸	13画	水氵氺 + 10	sù	sou3		水/氵/氺	3	shuǐ	water			EQMF	氵/龶/幺/小	
溹	13画	水氵氺 + 10	sù, suò	sok3		水/氵/氺	3	shuǐ	water		3419.3	EQMF	氵/十/幺/小	
溺	13画	水氵氺 + 10	nì, niào	nik1, nik6, niu6	drown; submerge in water; indulge 	水/氵/氺	3	shuǐ	water		3712.7	ENMM	氵/弓/二/𢎥	
溻	13画	水氵氺 + 10	tà, tā	taap3	wet 	水/氵/氺	3	shuǐ	water		3612	EASM	氵/习/习/冂/二	
溼	13画	水氵氺 + 10	shī, qì	sap1	damp, moist; dampness, moisture 	水/氵/氺	3	shuǐ	water		3111.4	EMVG	氵/?/土	
溽	13画	水氵氺 + 10	rù	juk6	moist, humid, muggy 	水/氵/氺	3	shuǐ	water		3114.3	EMVI	氵/辰/寸	
溾	12画	水氵氺 + 10	wēi			水/氵/氺	3	shuǐ	water		3611.3	EAGI	氵/鬼	
溿	13画	水氵氺 + 10	pàn			水/氵/氺	3	shuǐ	water		3915.0	FDMQ	氵/田/半	
滀	13画	水氵氺 + 10	chù, xù	cuk1		水/氵/氺	3	shuǐ	water		3016.3	EYVW	氵/亠/幺/田	
滁	12画	水氵氺 + 10	chú	cyu4	district in Anhui province 	水/氵/氺	3	shuǐ	water		3819.4	ENLD	氵/阝/人/一/朩	
滂	13画	水氵氺 + 10	pāng	pong1, pong4	torrential; voluminous 	水/氵/氺	3	shuǐ	water		3012.7	EYBS	氵/亠/八/方	霶
滃	13画	水氵氺 + 10	wěng, wēng	jung2	swelling, rising, dispersing 	水/氵/氺	3	shuǐ	water		3812.7	EWFQ	氵/八/厶/习/习	
滄	13画	水氵氺 + 10	cāng	cong1	blue, dark green; cold 	水/氵/氺	3	shuǐ	water	沧	3816.7	EOIR	氵/人/丶/艮/囗	
滅	13画	水氵氺 + 10	miè	mit6	extinguish; wipe out, exterminate 	水/氵/氺	3	shuǐ	water	灭	3315.0	EIHF	氵/丿/弋/丿/一/火	
滆	13画	水氵氺 + 10	hé, gé	gaak3		水/氵/氺	3	shuǐ	water		3112.7	EMRB	氵/鬲	
滇	13画	水氵氺 + 10	diān, tián, zhēn	din1, tin4	Yunnan province 	水/氵/氺	3	shuǐ	water		3418.1	EJBC	氵/十/目/八/一	
滈	13画	水氵氺 + 10	hào	hou6		水/氵/氺	3	shuǐ	water		3012.7	EYRB	氵/亠口/冂/囗	薃
滉	13画	水氵氺 + 10	huǎng, huàng	fong2	deep 	水/氵/氺	3	shuǐ	water		3611.1	EAFU	氵/日/⺌/一/儿	
滊	13画	水氵氺 + 10	xì		a river name; a long rain 	水/氵/氺	3	shuǐ	water		3811.7	FTMV	氵/气/木/丷	
滍	13画	水氵氺 + 10	zhǐ, zhì	ci5, zi6		水/氵/氺	3	shuǐ	water		3213.6	EGRV	氵/屮/一/虫	
滎	14画	水氵氺 + 10	xíng, yīng, yíng	jing4	county in Henan; rising and dashing of waves 	水/氵/氺	3	shuǐ	water	荥	9923.2	FFBE	火/火/水	濴
滏	13画	水氵氺 + 10	fǔ	fu2		水/氵/氺	3	shuǐ	water		3811.9	EMIA	氵/父/王丷	
滐	13画	水氵氺 + 10	jié	git6	(Cant.) dense, thick, viscous 	水/氵/氺	3	shuǐ	water		3519.4	FPTD	氵/夕/丨/二/木	
滑	12画	水氵氺 + 10	huá, gǔ	gwat1, waat6	slip, slide; slippery, polished 	水/氵/氺	3	shuǐ	water		3712.7	EBBB	氵/冎/月	
滒	13画	水氵氺 + 10	gē			水/氵/氺	3	shuǐ	water		3112.1	EMRR	氵/口/一/亅/可	
滓	13画	水氵氺 + 10	zǐ	zi2	sediment, lees, dregs 	水/氵/氺	3	shuǐ	water		3314.1	EJYJ	氵/宀/立/十	
滔	13画	水氵氺 + 10	tāo	tou1	overflow; rushing water, a torrent 	水/氵/氺	3	shuǐ	water		3217.7	EBHX	氵/爫/臼	
滕	15画	水氵氺 + 10	téng	tang4	an ancient state in Shandong province; water bursting forth 	水/氵/氺	3	shuǐ	water		7923.2	BFQE	月/𣳾	藤,籐
滖	13画	水氵氺 + 10	suī			水/氵/氺	3	shuǐ	water		3013.2	EYWV	氵/衣/丑	
滗	13画	水氵氺 + 10	bǐ, bì	bat1, bei3	drain 	水/氵/氺	3	shuǐ	water	潷	3811	EHHU	氵/亇/亇/毛	
滘	13画	水氵氺 + 10	jiào	gaau3	a branching river (used in place names) 	水/氵/氺	3	shuǐ	water		3716.1	ENQD		
滙	13画	水氵氺 + 10	huì	wui6	waters converging to one spot; whirling waters; to remit money 	水/氵/氺	3	shuǐ	water			ESOG	氵/匚/隹	
滛	13画	水氵氺 + 10	yín, yàn, yáo	jam4		水/氵/氺	3	shuǐ	water			EBOU	氵/爪/缶	
滜	13画	水氵氺 + 10	gāo, zè, háo			水/氵/氺	3	shuǐ	water		3614.3	ERBC	氵/日/丶/大/十	
滝	13画	水氵氺 + 10	lóng, shuāng	lung4, soeng1	onomatopoeic for the sound of falling rain; an ancient name for Wu Shui; a place in Guangdong 	水/氵/氺	3	shuǐ	water		3011.6	EYTU	氵/立/曰/乚	
滟	13画	水氵氺 + 10	yàn		overflowing, billowing; wavy 	水/氵/氺	3	shuǐ	water	灧	3711	EQJU	氵/丰/⺈/巴	
滠	13画	水氵氺 + 10	shè	sip3	river in Hubei province 	水/氵/氺	3	shuǐ	water	灄	3114	ESJE	氵/耳/又/又	
满	13画	水氵氺 + 10	mǎn, mèn	mun5	fill; full, satisfied 	水/氵/氺	3	shuǐ	water	滿	3412	ETMB		懑
滢	13画	水氵氺 + 10	yìng, yíng	jing4	clear, pure water; lucid; glossy 	水/氵/氺	3	shuǐ	water	瀅	3411	ETBG	氵/艹/王/丶	
滣	13画	水氵氺 + 10	chún			水/氵/氺	3	shuǐ	water			EMVR	氵/辰/口	
滤	13画	水氵氺 + 10	lǜ	leoi6	strain out, filter 	水/氵/氺	3	shuǐ	water	濾	3113	XEYPP	氵/虍/心	
滥	13画	水氵氺 + 10	làn	laam6	flood, overflow; excessive 	水/氵/氺	3	shuǐ	water	濫	3811	ELIT	氵/皿	
滦	13画	水氵氺 + 10	luán	lyun4	river and county in Hebei province 	水/氵/氺	3	shuǐ	water	灤	3019	EYCD	氵/亦/木	
滧	13画	水氵氺 + 10				水/氵/氺	3	shuǐ	water			EYKK	氵/亠/父/攵	
滨	13画	水氵氺 + 10	bīn	ban1	beach, sea coast; river bank 	水/氵/氺	3	shuǐ	water	濱	3318	EJOC	氵/宀/丘/八	
滩	13画	水氵氺 + 10	tān	taan1	bank, a sandbar, shoal; rapids 	水/氵/氺	3	shuǐ	water	灘	3011	EEOG	氵/又/隹	
滪	13画	水氵氺 + 10	yù	jyu6	place in Sichuan 	水/氵/氺	3	shuǐ	water	澦		ENNO	氵/龴/一/亅/一/丿/冂/人	
漓	13画	水氵氺 + 10	lí	lei4	river in Guangxi province; water dripping 	水/氵/氺	3	shuǐ	water	灕	3012.7	EYUB	氵/亠/凵/乂/禸	
滌	13画	水氵氺 + 11	dí	dik6	wash, cleanse, purify; sweep 	水/氵/氺	3	shuǐ	water	涤	3819.4	EOLD	氵/亻丨/攵/木	
滚	13画	水氵氺 + 11	gǔn	gwan2, kwan2	turn 	水/氵/氺	3	shuǐ	water	滾	3013	EYCV	氵/衣/八/厶	
滫	13画	水氵氺 + 11	sǒu, xiū, xiǔ	sau1, sau2	water in which rice has been boiled 	水/氵/氺	3	shuǐ	water		3712.7	EOLB	氵/亻丨/攵/月	
滬	14画	水氵氺 + 11	hù	wu6	Shanghai; river near Shanghai 	水/氵/氺	3	shuǐ	water	沪	3311.7	EHSU	氵/一/尸/口/巴	
滭	13画	水氵氺 + 11	bì	bat1		水/氵/氺	3	shuǐ	water	𰛡	3615.4	EWTJ	氵/畢	
滮	14画	水氵氺 + 11	biāo	biu1	flow; (Cant.) to ooze; to spurt 	水/氵/氺	3	shuǐ	water		3211.2	EYUH	氵/虍/儿/彡	
滯	14画	水氵氺 + 11	zhì, chì	zai6	block up, obstruct; stagnant 	水/氵/氺	3	shuǐ	water	滞	3412.7	EKPB	氵/卌/冂/丨	懘
滰	14画	水氵氺 + 11	jiǎng			水/氵/氺	3	shuǐ	water			XEYTU	氵/立/目/儿	
滱	14画	水氵氺 + 11	kòu	kau3		水/氵/氺	3	shuǐ	water		3311.4	EJME	氵/宀/元攴	
滲	14画	水氵氺 + 11	shèn, qīn, sēn, lín	sam3	soak through, infiltrate 	水/氵/氺	3	shuǐ	water	渗	3312.2	EIIH	氵/厶厽→/厶/厽→/人/彡	
滳	14画	水氵氺 + 11	shāng			水/氵/氺	3	shuǐ	water			XEYCB	氵/亠/八/冂/八/口	
滴	14画	水氵氺 + 11	dī	dik1	drip; drop of water 	水/氵/氺	3	shuǐ	water		3012.7	EYCB	氵/亠/八/冂古	
滵	14画	水氵氺 + 11	mì	mat6		水/氵/氺	3	shuǐ	water		3317.3	EJPU	氵/宀/心/丿/山	
滶	13画	水氵氺 + 11	áo	ngou4		水/氵/氺	3	shuǐ	water		3814.0	EGSK	氵/土方/攵	
滷	14画	水氵氺 + 11	lǔ	lou5	thick gravy, sauce, broth; brine 	水/氵/氺	3	shuǐ	water	𰛮	3116.0	EYWI	氵/鹵	
滸	14画	水氵氺 + 11	hǔ, xǔ	wu2	riverbank, shore 	水/氵/氺	3	shuǐ	water	浒	3814.0	EYRJ	氵/言/丿/一/十	
滹	14画	水氵氺 + 11	hū, hǔ	fu1	the bank of a steam 	水/氵/氺	3	shuǐ	water		3114.9	EYPD	氵/虍/乎	
滺	14画	水氵氺 + 11	yóu, dí	dik6, jau4	flow 	水/氵/氺	3	shuǐ	water			EOKP	氵/亻丨/攵/心	
滻	14画	水氵氺 + 11	chǎn	caan2		水/氵/氺	3	shuǐ	water	浐	3011.5	EYHM	氵/亠/八/厂/牛/一	
滼	14画	水氵氺 + 11	fàn			水/氵/氺	3	shuǐ	water		3411.7	EDDN	氵/木/几/丶	
滽	14画	水氵氺 + 11	yóng, róng	jung4	strong or thick (liquid) 	水/氵/氺	3	shuǐ	water		3012.7	EILB	氵/广/肀用	
滾	14画	水氵氺 + 11	gǔn	gwan2, kwan2	turn, roll, rotate; boil 	水/氵/氺	3	shuǐ	water	滚	3013.2	EYCV	氵/衣/八口	
滿	14画	水氵氺 + 11	mǎn, mèn	mun5	fill; full, satisfied 	水/氵/氺	3	shuǐ	water	满	3412.7	ETLB	氵/艹/一/冂/丨/入/入	濷,懣
漀	15画	水氵氺 + 11	qìng			水/氵/氺	3	shuǐ	water		4723.2	GEE	士/尸/丨/几/又/水	
漁	14画	水氵氺 + 11	yú	jyu4	to fish; seize; pursue; surname 	水/氵/氺	3	shuǐ	water	渔	3713.6	ENWF	氵/魚	
漂	14画	水氵氺 + 11	piāo, piǎo, piào, biāo	piu1, piu3	float, drift; tossed about 	水/氵/氺	3	shuǐ	water		3119.1	EMWF	氵/覀/二/小	薸
漃	14画	水氵氺 + 11	jí	zik6		水/氵/氺	3	shuǐ	water		3314.7	EJYE	氵/宀/上/小/又	
漄	14画	水氵氺 + 11	yá	aai4, ngaai4		水/氵/氺	3	shuǐ	water			EUMG	氵/山/厂/土/土	
漅	14画	水氵氺 + 11	jiǎo	caau4		水/氵/氺	3	shuǐ	water		3219.4	EVVD	氵/巛/田/木	薻
漆	14画	水氵氺 + 11	qī	cat1	varnish, lacquer, paint 	水/氵/氺	3	shuǐ	water		3413.2	EDOE	氵/木/入/水	
漇	14画	水氵氺 + 11	xǐ	saai1	(Cant.) waste 	水/氵/氺	3	shuǐ	water		3118.1	EHOO	氵/彳/止/止	
漈	14画	水氵氺 + 11	jì	zai3	shore; waterside 	水/氵/氺	3	shuǐ	water		3719.1	EBOF	氵/月又/二/小	
漉	14画	水氵氺 + 11	lù	luk6	filter, strain; wet, dripping 	水/氵/氺	3	shuǐ	water		3011.1	EIXP	氵/鹿	
漊	14画	水氵氺 + 11	lǚ, lóu	lau4	river in Hubei province 	水/氵/氺	3	shuǐ	water	溇	3514.4	ELWV	氵/女	
漌	14画	水氵氺 + 11	jǐn	gan2		水/氵/氺	3	shuǐ	water			ETLM	氵/堇	
漍	14画	水氵氺 + 11	guó			水/氵/氺	3	shuǐ	water	𬇹	3610.0	EWIM	氵/囗/弋/丿/一口	
漎	14画	水氵氺 + 11	cóng, sǒng	cung4, sung2	a place where small streams flow into a large one 	水/氵/氺	3	shuǐ	water	𰛏	3818.1	EHOO	氵/彳/从止	
漏	14画	水氵氺 + 11	lòu, lóu	lau6	leak, drip; funnel; hour glass 	水/氵/氺	3	shuǐ	water		3712.7	ESMB	氵/尸/雨	
漐	15画	水氵氺 + 11	zhí			水/氵/氺	3	shuǐ	water	𰛣		GIE	土/𢆉/九/丶/水	
漑	14画	水氵氺 + 11	gài	koi3	water 	水/氵/氺	3	shuǐ	water		3111.4	EHPU	氵/日/丶/匕/旡	
漒	15画	水氵氺 + 11	qiáng			水/氵/氺	3	shuǐ	water		3213.7	ENII	氵/弓/口/虫	
演	14画	水氵氺 + 11	yǎn, yàn	jin2, jin5	perform, put on; exercise 	水/氵/氺	3	shuǐ	water		3318.6	EJMC	氵/宀/一由八	
漕	14画	水氵氺 + 11	cáo, cào	cou4	transport by water; canal transportation 	水/氵/氺	3	shuǐ	water		3516.6	ETWA	氵/一曲/曰	
漖	14画	水氵氺 + 11	jiào	gaau3	(Cant.) a branching river (used in toponyms) 	水/氵/氺	3	shuǐ	water			EJDK	氵/土/丿/子/攵	
漗	14画	水氵氺 + 11	cōng	cung1		水/氵/氺	3	shuǐ	water			EHWP	氵/丶囗/夕/心	
漘	14画	水氵氺 + 11	chún, qún	seon4	bank 	水/氵/氺	3	shuǐ	water		3112.7	EMVB	氵/辰/月	
漙	14画	水氵氺 + 11	tuán	tyun4	dewy 	水/氵/氺	3	shuǐ	water	𬇘	3514.3	EJII	氵/𤰔/厶/寸	
漚	14画	水氵氺 + 11	òu, ōu	au1, au3	soak, steep; sodden, soaked; rotten; foam, froth 	水/氵/氺	3	shuǐ	water	沤	3111.6	ESRR	氵/匚/口品→/口/品→	
漛	14画	水氵氺 + 11	téng			水/氵/氺	3	shuǐ	water			EFQE	氵/𣳾	
漜	14画	水氵氺 + 11	yě			水/氵/氺	3	shuǐ	water		3411.4	EDDG	氵/木/土	
漝	14画	水氵氺 + 11	xí			水/氵/氺	3	shuǐ	water			ESMA	氵/习/习/日/丶	
漞	14画	水氵氺 + 11	mì			水/氵/氺	3	shuǐ	water		3211.6	EBBU	氵/爫/目/儿	
漟	14画	水氵氺 + 11	táng			水/氵/氺	3	shuǐ	water		3911.4	EFBG	氵/小/冂/囗/土	
漠	13画	水氵氺 + 11	mò	mok6	desert; aloof, indifferent, cool 	水/氵/氺	3	shuǐ	water		3413.4	ETAK	氵/艹/日/大	
漡	14画	水氵氺 + 11	shāng			水/氵/氺	3	shuǐ	water		3812.7	EOAH		
漢	14画	水氵氺 + 11	hàn, tān	hon3	the Chinese people, Chinese language 	水/氵/氺	3	shuǐ	water	汉	3413.4	ETLO	氵/𦰩	
漣	13画	水氵氺 + 11	lián, lán	lin4	flowing water; ripples; weeping 	水/氵/氺	3	shuǐ	water	涟	3513.0	EYJJ	氵/辶/車	
漤	14画	水氵氺 + 11	lǎn	laam5	marinate in salt 	水/氵/氺	3	shuǐ	water	灠	3414	EDDV	氵/木/女	
漥	14画	水氵氺 + 11	wā	waa1	puddle, hollow, swamp 	水/氵/氺	3	shuǐ	water		3311.4	JCEGG	氵/宀/八/一/厶/土	
漦	15画	水氵氺 + 11	lí	lei4	saliva; spittle; flowing downstream 	水/氵/氺	3	shuǐ	water		5823.2	JKME		
漧	14画	水氵氺 + 11	qián, gān	gon1		水/氵/氺	3	shuǐ	water		3811.7	EJJN	氵/車/丿/一/乙	
漨	13画	水氵氺 + 11	féng			水/氵/氺	3	shuǐ	water			EYHJ	氵/辶/夂/丰	
漩	14画	水氵氺 + 11	xuán, xuàn	syun4	eddy, whirlpool 	水/氵/氺	3	shuǐ	water		3818.1	EYSO	氵/方/人/疋	
漪	14画	水氵氺 + 11	yī	ji1, ji2	ripples on water; swirling 	水/氵/氺	3	shuǐ	water		3412.1	EKHR	氵/犭/大/口/一/亅	
漫	14画	水氵氺 + 11	màn, mán	maan6	overflow of water; spreading 	水/氵/氺	3	shuǐ	water		3614.7	EAWE	氵/曰/罒又	
漬	14画	水氵氺 + 11	zì, sè, qì	zi3	soak, steep; dye; stains; sodden 	水/氵/氺	3	shuǐ	water	渍	3518.6	EQMC	氵/龶/目/八	
漭	13画	水氵氺 + 11	mǎng	mong5	vast; expansive 	水/氵/氺	3	shuǐ	water		3414.3	ETIT	氵/艹/大廾	
漮	14画	水氵氺 + 11	kāng	hong1		水/氵/氺	3	shuǐ	water		3013.2	EILE	氵/广/隶	
漯	14画	水氵氺 + 11	tà, luò, lěi	leoi5, lok3, taap3	river in northern Shandong 	水/氵/氺	3	shuǐ	water		3619.3	EWVF	氵/田/幺/小	
漰	14画	水氵氺 + 11	pēng	paang1, paang4	roar 	水/氵/氺	3	shuǐ	water		3212.7	EUBB	氵/山/月/月	
漱	14画	水氵氺 + 11	shù, sòu	sau3, sou3	gargle, rinse; wash, scour 	水/氵/氺	3	shuǐ	water		3718.2	EDLO	氵/木/口/欠	
漲	14画	水氵氺 + 11	zhǎng, zhàng, zhāng	zoeng2, zoeng3	rise in price 	水/氵/氺	3	shuǐ	water	涨	3113.2	ENSV	氵/弓/長	
漳	14画	水氵氺 + 11	zhāng	zoeng1	name of a river in Henan 	水/氵/氺	3	shuǐ	water		3014.6	EYTJ	氵/立/日/十	
漴	14画	水氵氺 + 11	chóng	zong6		水/氵/氺	3	shuǐ	water			EUJF	氵/山/宀/二/小	
漵	14画	水氵氺 + 11	xù	zeoi6	river in Hunan 	水/氵/氺	3	shuǐ	water	溆	3814.0	EODK	氵/人/一/朩/攵	
漶	14画	水氵氺 + 11	huàn	waan6	indecipherable 	水/氵/氺	3	shuǐ	water		3513.0	ELLP	氵/口/口/丨/心	
漷	13画	水氵氺 + 11	kuò	gwok3, kwok3	river in Hebei province 	水/氵/氺	3	shuǐ	water		3712.7	EYDL	氵/亠口/子/阝	
漸	14画	水氵氺 + 11	jiàn, chán, jiān, qián	zim1, zim6	gradually 	水/氵/氺	3	shuǐ	water	渐	3212.1	EJJL	氵/車/斤	聻,壍,魙,嬱
漹	14画	水氵氺 + 11	yān			水/氵/氺	3	shuǐ	water		3112.7	EMYF	氵/一/止/卜/乙/灬	
漺	14画	水氵氺 + 11	chuǎng			水/氵/氺	3	shuǐ	water		3413.4	EKKK	氵/大/㸚	
漻	14画	水氵氺 + 11	liáo, liú	lau4, liu4		水/氵/氺	3	shuǐ	water		3712.2	ESMH	氵/习/习/人/彡	
漼	14画	水氵氺 + 11	cuǐ	ceoi2, ceoi4	having the appearance of depth 	水/氵/氺	3	shuǐ	water		3211.4	EUOG	氵/山/隹	
漾	14画	水氵氺 + 11	yàng, yáng	joeng6	overflow; swirl, ripple; to be tossed by waves 	水/氵/氺	3	shuǐ	water		3813.2	ETGE	氵/羊/羊/水/丶	
漿	15画	水氵氺 + 11	jiāng, jiàng	zoeng1	any thick fluid; starch; broth 	水/氵/氺	3	shuǐ	water	浆	2723.2	VIE	爿/月寸/水	
潀	14画	水氵氺 + 11	cóng	cung4	gather; flow into (water); sound of waters flowing together 	水/氵/氺	3	shuǐ	water		3618.2	EWLO	氵/罒/众*	
潁	15画	水氵氺 + 11	yǐng	wing6	river in Anhui 	水/氵/氺	3	shuǐ	water	颍	2128.6	PEMBC		
潂	14画	水氵氺 + 11	hóng			水/氵/氺	3	shuǐ	water			EUTC		
潃	13画	水氵氺 + 11	xún	sau1		水/氵/氺	3	shuǐ	water		3812.7	EOLB	氵/亻丨/攵/月	
潄	14画	水氵氺 + 11	shù, sòu	sau3, sou3		水/氵/氺	3	shuǐ	water			EDLK	氵/木/口/攵	
潅	14画	水氵氺 + 11	guàn, huàn		pour; water; irrigate, flood 	水/氵/氺	3	shuǐ	water		3411.4	EOKG	氵/人/隹	
潆	14画	水氵氺 + 11	yíng	jing4	tiny stream; swirl around 	水/氵/氺	3	shuǐ	water	瀠	3419	ETBF	氵/艹/幺/小	
潇	14画	水氵氺 + 11	xiāo	siu1	sound of beating wind and rain 	水/氵/氺	3	shuǐ	water	瀟	3412	XETLX	氵/艹/肀/儿丷	
潈	14画	水氵氺 + 11				水/氵/氺	3	shuǐ	water			XEWLO		
潉	14画	水氵氺 + 11				水/氵/氺	3	shuǐ	water			EUAP	氵/山/日/匕/匕	
潊	14画	水氵氺 + 11	xù			水/氵/氺	3	shuǐ	water			EODE	氵/人/一/朩/卜/又	
潋	14画	水氵氺 + 11	liàn	lim6	waves, ripples; overflow 	水/氵/氺	3	shuǐ	water	瀲	3814	EOMK	氵/人/一/小一/攵	
潌	14画	水氵氺 + 11	zhì			水/氵/氺	3	shuǐ	water			EJCG	氵/宀/八/一/厶/土	
潍	14画	水氵氺 + 11	wéi	wai4	county in Shandong province 	水/氵/氺	3	shuǐ	water	濰	3011	EVMG	氵/纟/隹	
漋	14画	水氵氺 + 12	lóng	lung4		水/氵/氺	3	shuǐ	water			ENLM	氵/阝/夂生	
漽	15画	水氵氺 + 12	tí	tai4		水/氵/氺	3	shuǐ	water			ESYQ	氵/犀	
潎	14画	水氵氺 + 12	pì, piē	pit3	rippling; pour 	水/氵/氺	3	shuǐ	water		3814.0	EFBK	氵/㡀/攵	
潏	15画	水氵氺 + 12	jué, yù	gyut3, kyut3, wat6	land reclaimed from a wetlands/river, dike/embankment/man-made island 	水/氵/氺	3	shuǐ	water		3712.7	ENHB	氵/矛/冂/八/口	
潐	15画	水氵氺 + 12	jiào			水/氵/氺	3	shuǐ	water		3013.1	EOGF	氵/隹/灬	
潑	15画	水氵氺 + 12	pō, bō	put3	pour, splash, water, sprinkle; violent, malignant 	水/氵/氺	3	shuǐ	water	泼	3214.7	ENOE	氵/癶/弓殳	
